Word,Clue
LOBOS,University of New Mexico team
LETAT,Unleash upon
KLUTZ,Unlikely juggler
INERT,Unlikely to give a strong reaction
LUBED,"Unlikely to rattle or squeak, say"
XDOUT,Unlisted?
SPOOK,Unnerve
HACKY,"Unoriginal, as a comedian"
HOBBY,Unpaid interest?
RUNIN,Unpleasant encounter
MUGGY,Unpleasantly humid
SOGGY,Unpleasantly wet
ADOLF,Unpopular baby name
SHAKY,Unreliable
RUBES,Unsophisticated sorts
TOUGH,Unsparing response to a complaint
OPERA,"Unsuk Chin's ""Alice in Wonderland,"" for one"
SAYSO,Unsupported assertion
NOTIT,"Untagged, in a game of tag"
FALSE,Untrue
KNOCK,Unwanted engine sound
FOLLY,Unwise undertaking
ALOFT,Up
AWAKE,Up
ASTIR,Up and about
HIPTO,Up on
SOFAR,Up to now
AWASH,Up to one's ears
NORTH,"Up, on a compass"
HIKED,Upped
ELITE,Upper echelon
CHINS,Uppercut targets
FUROR,Uproar
SMOGS,Urban pollutions
SLUMS,Urban renewal areas
MITLA,"Uris's ""___ Pass"""
DOWSE,Use a divining rod
PRISE,Use a lever
DABAT,Use a tissue on
DEGUM,"Use Goo Gone on, perhaps"
EATON,"Use, as dishes"
KNELT,"Used a prayer rug, say"
AIMED,"Used a riflescope, say"
TASED,Used a stun gun on
HIDIN,Used as a lair
METAT,Used as a rendezvous point
ATEON,Used as the surface for a meal
ATEIN,"Used Grubhub or Postmates, say"
ROWED,Used oars
SLITS,Uses a letter opener on
MILKS,Uses shamelessly
OXBOW,U-shaped bend in a river
CURRY,Usually spicy Indian dish
ORRIN,Utah politician Hatch
BRYCE,Utah's ___ Canyon
UINTA,Utah's ___ Mountains
TSKED,Uttered a noise of disapproval
SPAKE,"Uttered, old-style"
ABEND,"V. S. Naipaul's ""___ in the River"""
PLANS,Vague reason for a social turndown
APLUS,"Valedictorian's grade, maybe"
BRAVE,Valorous
HALEN,Van ___
DAMME,"Van ___ of ""Timecop"""
BLAND,Vanilla
SACCO,Vanzetti's partner in 1920s crime
PAPAL,Vatican-related
GORSE,Vegetation along a British golf course
LORRY,"Vehicle with 18 tyres, maybe"
TULLE,Veil material
NIQAB,Veil over a Muslim woman's face
CAVAE,Venae ___
EXALT,Venerate
SHARI,Ventriloquist Lewis
DUMMY,Ventriloquist's prop
MATER,"Venus, to Cupid"
QUOTH,"Verb in ""The Raven"""
SHALT,Verb repeated throughout Exodus 20
DOEST,"Verb with ""thou"""
YEESH,Verbal cringe
TELCO,"Verizon, e.g."
OKEMO,Vermont skiing destination
SOAVE,Verona vino
ADIGE,Verona's river
ELEGY,Verse of lament
YAXIS,Vertical part of a plane
APEAK,"Vertical, to a sailor"
GETGO,Very beginning
FLOOR,Very bottom
JEWEL,Very fine example
EAGER,Very inclined (to)
BADLY,Very much
TRICE,Very short time
WISPY,"Very thin, as clouds"
ASSAI,"Very, in music"
MOLTO,"Very, musically"
HELLA,"Very, slangily"
YACHT,"Vessel with a silent ""ch"" in its name"
NIXED,Vetoed
NIXES,Vetoes
GALLS,Vexes
VERSA,Vice ___
GORES,Vice-presidential family of the 1990s
PRIGS,Victorians
UPSET,"Victory by a Cinderella team, e.g."
MYLAI,Vietnam War locale
SKALD,Viking poet
ROLLO,Viking who was the first ruler of Normandy
HAMAN,Villain in the book of Esther
DARTH,Villainous title in science fiction
ACETO,Vinegar: Prefix
MONOS,Vintage records
ROSIN,Violin bow application
ELMAN,Violinist Mischa
EFREM,Violinist Zimbalist
EMORY,Virginia's ___ & Henry College
ENOTE,Virtual sticky
GRAPH,Visual in an annual report
MAGOO,"Visually challenged ""Mr."" of cartoons"
EYEUP,Visually evaluate
SPUNK,Vivacious quality
NEONS,Vivid colors
RANGE,Vocalist's asset
TONIC,Vodka ___
POPOV,Vodka with a Russian name
ASHES,Volcanic emissions
JETTA,Volkswagen model
WATTS,Volt-amperes
ODILE,"Von Rothbart's daughter, in ballet"
LONGU,"Vowel sound heard twice in ""true blue"""
REDAN,V-shaped fortification
YPRES,W.W. I Belgian battle locale
POILU,W.W. I soldier
ANZIO,W.W. II Allied landing site in Italy
WAACS,W.W. II females
LEMAY,"W.W. II general nicknamed ""Bombs Away"""
EBOAT,W.W. II marine threat
UBOAT,W.W. II threat
BOGGS,Wade in the Baseball Hall of Fame
EGRET,Wading bird
SNIPE,"Wading bird with a long, slender bill"
NILLA,Wafer brand
HONUS,Wagner on a very valuable baseball card
KEENS,Wails
BIDES,Waits
HOLDS,Waits on the phone
AFINE,Walk ___ line
STOMP,Walk heavily
TROMP,Walk with heavy steps
PACED,Walked nervously back and forth
LIMPS,Walks with some difficulty
AVILA,Walled city of Spain
SLUGS,Wallops
KNICK,Walt Frazier or Patrick Ewing
TEVIS,"Walter ___, author of ""The Hustler"""
LANTZ,Walter who created Woody Woodpecker
IZAAK,"Walton who wrote ""The Compleat Angler"""
NOMAD,Wanderer
ROAMS,Wanders
PUPAE,"Wanna-bees, e.g.?"
JINGO,War hawk
GHENT,War of 1812 treaty site
TRILL,Warble
PARRY,"Ward off, as a sword"
STORE,Warehouse
BOXES,Warehouse stacks
HAWKS,Warmongers
THAWS,Warms
MERIT,Warrant
BOSUN,Warrant officer
ZEVON,"Warren with the 1978 platinum album ""Excitable Boy"""
GOTIN,Was accepted
HADAC,"Was equipped for summer heat, as an auto"
HADTO,Was given no other option
LIKED,Was high on
STUNK,Was horrible
RAGED,Was livid
PRIED,Was meddlesome
FUMED,Was really angry
RINSE,Wash out
ELUTE,Wash out with a solvent
LAVED,Washed
SWAMP,"Washington establishment, so it's said"
STATE,"Washington, but not Jefferson"
CARED,Wasn't indifferent
GUARD,Watch
RESEE,Watch over
TICKS,Watch sounds
SPYON,Watch surreptitiously
EYING,Watching closely
USAGE,Water bill listing
FERNS,Water clover and adder's-tongue
BRITA,Water filter brand
SPURT,Water from a water fountain
FLUME,Water park feature
SUMPS,Water pits
CHUTE,Water slide
NIXIE,Water sprite
ERVIN,Watergate hearings chair Sam
SEEDS,Watermelon throwaways
LODEN,Waterproof wool used for coats
AQUAE,Waters
NORIA,Waterwheel
RHEUM,Watery eye discharge
EMMAS,"Watson, Willard and Woodhouse"
GROWS,Waxes
GOUGE,Way overcharge
GARTH,"Wayne's sidekick in old ""S.N.L."" skits"
MODES,Ways
PATHS,Ways
SEAMS,Ways of making ends meet?
SLUMP,Weak period
LENIS,"Weakly pronounced consonant, in phonetics"
SWORD,Weapon in a scabbard
BOLAS,Weapon that's thrown
CLAWS,Weapons for the X-Man Wolverine
SPORT,Wear
TUNIC,Wear in ancient Rome
HASON,Wears
LOLLS,"Wears pajamas all day, e.g."
TIRED,Weary
SABLE,Weasellike animal with dark fur
HIGHS,Weather forecast figures
YAHOO,Web company that styles its name with an exclamation point
EBATE,Web discount
ADMIN,Website overseer
WIKIS,Websites that allow collaborative editing
SKOSH,Wee bit
TWOAM,Wee hour
BOLLS,Weevils' targets
TONNE,Weight on the Isle of Wight
CURLS,Weightlifter's exercise
SEEIN,Welcome at the front door
JOINS,Welds
AFIRE,Well lit?
SHINY,Well-polished
HOLEY,Well-ventilated
CORGI,Welsh ___ (dog)
OPTED,Went (for)
ROVED,Went all over
PORED,Went carefully (over)
SKIED,"Went cross-countrying, say"
RERAN,"Went into syndication, e.g."
TUBED,"Went leisurely downriver, perhaps"
DIVED,Went scubaing
RANON,"Went too long, as a sentence"
CHOSE,Went with
JIBED,Were in accord
COWAN,"Wes of PBS's ""History Detectives"""
LARAM,West Coast N.F.L. player
CLEEF,Western actor Lee Van ___
BOYDS,Western actor William et al.
OATER,"Western film, in old slang"
ERIES,Western New York natives
ASPEN,Western resort town on the Roaring Fork River
WIPES,"Wet-Naps, e.g."
AMOLE,Whack-___
CETUS,Whale constellation
FROME,Wharton protagonist
QUAYS,Wharves
NOBET,"What ""check"" means in poker"
SONOF,"What ""ibn"" and ""ben"" mean, in names"
HUMAN,"What ""to err is"""
UPBOW,"What a ""V"" signals to a violinist"
SCENT,What a bloodhound follows
BRAWL,What a bouncer might bust up
QURAN,What a hafiz has memorized
CALLS,What a help center gets lots of
SPEED,What a hiree should be brought up to
ANKLE,What a maxi dress reaches
REFER,What a meta clue might do to itself
CRATE,What a pet may be transported in
FACES,What a physiognomist studies
NOTIP,What a stiffed server receives
REUNE,What alumni do on important anniversaries
PLAYS,What Ascap counts for purposes of royalties
BLUES,What B. B. King was king of
THROB,What bad headaches do
FOGUP,What bathroom mirrors may do
THEEU,"What Britain voted to Brexit from, for short"
THEGO,What busy people are on
FROST,What cold weather may bring
KINGS,"What cowboys are, in poker lingo"
STEER,What coxswains do
SOBER,What designated drivers should be
JOINT,What each set of shaded letters in this puzzle represents
BLOOM,What fire poppies do after a wildfire
ROCKS,What lava becomes after an eruption
MAGMA,What lava is before an eruption
REPEL,What matching ends of magnets do
STEAK,What may be considered worse when done well
FIBER,What meat and dairy both lack
LWORD,"What might be ""love"" or ""lesbian"" in a TV show title"
NEIGH,What might be said in a horse voice?
EXLAX,What might be taken to go?
LEASE,What might come with a flat fee
AROMA,What might whet an appetite
RUMOR,"What often follows ""Did you hear ...?"""
LALAS,What people sing when they don't know the words
ADAMN,What Rhett Butler didn't give
SPAWN,What salmon swim upstream to do
MATCH,What socks usually do
ITALS,"What some titles are written in, briefly"
SWANS,What some ugly ducklings turn into
ALLEY,What the back of a store might open onto
LONGE,"What the French pronounce ""Louis"" with that the English do not"
TAXES,What the I.R.S. collects
SMELL,What the nose knows
USLAW,What the Sup. Court interprets
NOJOY,What there was in Mudville
QUITS,What to call it when it's over
ODORS,What wiggly lines in comics may represent
WALTZ,"What you can do to ""Moon River"""
FLIRT,What you might do on a first date
DISCO,What you need some wiggle room to do?
AGING,What you're doing at every moment
XWORD,"What you're solving, informally"
WHITE,Walter ___ in Breaking Bad
PHONE,"What's answered but never asks a question, in a riddle"
TOERR,"What's human, they say"
RESTE,"What's left, in Paris"
CARDS,What's the big deal?
ATALL,Whatsoever
DURUM,Wheat variety
ONTWO,When a football might be hiked
BOOLA,"When doubled, a Yale football song"
ACTII,"When Hamlet says ""The play's the thing"" in ""Hamlet"""
ONEAM,When many New Year's parties begin to die down
DURAN,"When repeated, ""Hungry Like the Wolf"" band"
WALLA,"When repeated, a Northwest city"
ATSIX,When some local news airs
ATTWO,When some lunches end
ATTEN,When Tatum O'Neal won her Oscar
APRIL,When the Lyrid meteor shower typically peaks
NIGHT,When to stargaze
YADDA,"When tripled, et cetera"
NOTIF,When?
MACAU,Whence the Portuguese creole language PatuÃ¡
ITSAT,Where ___ (a happening place)
ALTAR,"Where a ""Married at First Sight"" contestant meets his or her mate"
MANSE,Where a minister lives
ROUGH,Where a slice might go
CHEEK,Where chewing tobacco is placed
CHINA,Where dominoes were invented
ITALY,Where eyeglasses and espresso machines were invented
KILNS,Where firings take place
PALAU,Where fruit bat soup is eaten as a delicacy
IDAHO,Where I-15 meets I-86
BRONX,"Where Jennifer Lopez, Cardi B and Kerry Washington grew up"
ROUEN,Where Joan of Arc was held captive
SOCAL,"Where Orange County is, in brief"
PATCH,Where pumpkins grow
SCALP,Where shampoo is applied
APBIO,Where some high schoolers get DNA tests?
DELIS,Where subs are standard
CHEST,Where the heart is
SHORE,Where the land meets the sea
TOSEA,"Where the owl and the pussycat went, in poetry"
INBOX,Where work might pile up
MEANS,Wherewithal
PULED,Whimpered
MEWLS,Whimpers
PULES,Whines
FLAYS,Whips
ROTOR,Whirler on a whirlybird
COOED,Whispered sweet nothings
WHEWS,Whistles of relief
HOBAN,White House architect James
TAFTS,White House family of the early 20th century
LONGI,White noise?
CHALK,White stuff on a blackboard
SMEWS,White-crested ducks
KAYAK,White-water rental
IHAVE,"Whitney Houston hit ""___ Nothing"""
THINS,Whittles down
MAVEN,Whiz
SANTA,"Who actually lives in Lapland, some say"
NIXON,37th President of USA
AUDEN,"Who wrote ""In Memory of W. B. Yeats"""
TWAIN,"Who wrote ""When in doubt, tell the truth"""
FOODS,Whole ___
BEALL,Whole essence
KASHI,Whole-grain cereal brand
ISAAC,Whom Sarah had in her early 90s
ITGUY,Whom you might contact after a computer crash
SODOM,Wicked city in Genesis
HIPPY,Wide in the middle
ODELL,Wide receiver ___ Beckham Jr.
HAVOC,Widespread destruction
ELIES,Wiesel and namesakes
STUBS,Wikipedia articles that need expanding
LOGOS,Wikipedia's globe and such
FERAL,Wild
DHOLE,Wild Asian dog
DINGO,Wild Australian dog
ARUMS,"Wild callas, e.g."
JOKER,Wild card in a deck
JADEN,Will Smith's actor son
DAFOE,"Willem of the ""Spider-Man"" series"
SHAWN,"William ___, editor of The New Yorker for 35 years"
NAMES,"William and Mary, e.g."
JESSE,"Pinkman of ""Breaking Bad"""
WONKA,Willy of children's literature
BETTY,"Wilma's pal on ""The Flintstones"""
ANOSE,Win by ___
SWEEP,Win every game
MOANS,Wind sounds
EOLIC,Wind-related
KITES,Wind-up toys?
STAVE,Wine barrel strip
PTERO,Wing: Prefix
ALATE,Winged
AMORS,Winged cupids in art
ANNIE,Winner of seven Tonys in 1977
PAYUP,Winner's demand
ONTOP,Winning
STRAM,Winning coach of Super Bowl IV
CHARM,Winning quality
RYDER,"Winona of ""Stranger Things"""
CAROL,Winter air
HOARS,Winter coats?
SNOWS,Winter falls
SAGES,Wise guys
SOLON,Wise man
WANTS,Wish list items
WELLS,Wishing sites
WASHY,Wishy-___
ACAST,With ___ of thousands
SLILY,"With a wink, say"
COYLY,With false shyness
NOBLY,With magnanimity
SLYLY,"With sleight of hand, say"
CLOUD,"With this puzzle's central black squares, ecstasy"
WRYLY,With tongue in cheek
APEEP,Without ___ (quietly)
ACARE,Without ___ in the world
BYFAR,Without a doubt
ALONE,Without backup
ONEND,Without interruption
SHYLY,Without much confidence
ALLIN,Without reserve
DRILY,"Without smiling, say"
NOEND,Without stopping
ZINGS,Wittily insults
CORNS,Woes on toes
BEARD,Wolf Blitzer facial feature
AKELA,"Wolf in ""The Jungle Book"""
JENNY,Woman in a 1982 hit who can be reached using the starts of the answers to the starred clues
MUJER,Woman of La Mancha
APAST,Woman with ___
IRENA,"Woman's name derived from the Greek for ""peace"""
LEILA,"Woman's name meaning ""night"" in Hebrew and Arabic"
NANCY,Woman's name that's also a city in France
UCONN,"Women's basketball powerhouse, for short"
OBGYN,Women's health doc
NERDY,Wonkish
CHOCK,Wood block for holding an object steady
CEDAR,Wood used in canoe-making
DELLS,Wooded valleys
SABOT,Wooden shoe
DRYAD,Woods nymph
COONS,Woodsy scavengers
OBOES,Woodwind section
LATHE,Woodworker's tool
ADZES,Woodworking tools
PANTS,Word after hot or fancy
CORPS,Word after Peace or press
UPPER,Word before hand or jaw
PANTY,Word before line or hose
LIGHT,Word before or after green
ARENA,Word before rock or football
STANK,"Word between ""stink"" and ""stunk"" in ""You're a Mean One, Mr. Grinch"""
GOING,"Word cried twice before ""gone"""
MINIS,Word in the name of many candy offshoots
CIRCA,Word often before a year
PASTE,Word processing command
CITED,Word that becomes its own synonym when RED is inserted between its first two letters
SCAPE,Word that can follow sea and man to make new words
TEPEE,"Word that comes from the Lakota for ""dwelling"""
CHARY,"Word that's its own synonym when its first two letters are replaced with ""w"""
EATER,Word with man or fire
WHEEL,Word with prayer or paddle
AGENT,Word with secret or talent
SLIDE,Word with water or Electric
SMALL,Word with wonder or world
APOST,"Words after ""deaf as"" or ""dumb as"""
TOHOE,"Words after ""tough row"""
OFLAW,Words after court or rule
ITALL,Words after hang or dash
OFART,Words after work or museum
TOALL,"Words before ""a good night"""
ILOVE,"Words before ""New York"" and ""Paris,"" in song titles"
PUTTO,Words before bed or rest
ONTHE,Words before double or take
WISHI,Words before may and might
BEDOF,Words before roses or lettuce
CASTA,"Words before spell, shadow or wide net"
ASYOU,Words before wish or were
GETEM,"Words cried after ""Go"""
ISAID,"Words following ""Huh?"""
TIAMO,Words from an Italian lover
ICANT,Words from one who's defeated
LEROI,Words in an old French cheer
LINGO,Words not everyone understands
KUDOS,Words of praise
IGAVE,Words on some blood drive stickers
VOCAB,"Words on some flashcards, informally"
TOBED,"Words repeated by Lady Macbeth in Act V, Scene 1"
GRACE,Words said just before dinner
IFOLD,Words spoken after a big raise?
CREDO,Words to live by
INGOD,Words to the left of the White House flag on a $20 bill
HAVEA,Words with cow or ball
AGEOF,Words with innocence or consent
DROPA,"Words with line, hint or bomb"
HADON,Wore
KNEAD,Work in the kitchen?
STRUT,"Work it, on the runway"
PIECE,Work of art
COACT,Work together
SPIED,Worked as a secret agent
SAWED,"Worked in a wood shop, say"
RILED,Worked up
SHOER,Worker at a stable
ERDOC,"Worker in a trauma ward, for short"
MOVER,Worker who might check all the boxes?
STENO,Worker whose name anagrams to the person's output
QUOTA,Workload that must be met
TOILS,Works hard
MOILS,"Works hard, old-style"
QUITO,"World capital at 9,350 feet"
SEOUL,World capital with the Gangnam district
HANOI,World capital with traditional water puppet shows for tourists
DAVOS,World Economic Forum host city
CONGO,World's deepest river
QATAR,"World's richest country, according to the World Bank"
ULCER,"Worrier's ailment, it's said"
IFEAR,Worrier's opening words
SEEME,Worrisome directive from a boss
AZTEC,Worshiper of the rain god Tlaloc
SIGHT,Would you look at that!
GORED,"Wounded by a bull, say"
FRAGS,"Wounds with a grenade, in slang"
GAPER,Wowed eyewitness
VINCE,Wrestling promoter McMahon
CARPI,Wrist bones
PULSE,Wrist watch?
REPEN,Write again
EDGAR,Writer ___ Allan Poe
ADELA,Writer ___ Rogers St. Johns
DOYLE,Writer Arthur Conan ___
SAULS,Writer Bellow and others
SCOTT,Writer F. ___ Fitzgerald
STEIN,Writer Gertrude
ALGER,Writer Horatio
IRWIN,Writer Shaw
WILDE,"Writer who said ""Women are meant to be loved, not to be understood"""
NEALE,Writer Zora ___ Hurston
AGEES,Writer/critic James and family
ENIDS,Writers Bagnold and Blyton
DAHLS,Writers Roald and Sophie
ESSAY,Writing assignment
EDELS,Writing brothers Leon and Abraham
BLURB,Writing on a book jacket
DIARY,Writing you might keep away from prying eyes
FATED,Written in the stars
MAGIC,"Wry reply to ""How'd you do that?"""
DROLL,Wryly humorous
TIMES,x
PORNO,XXX stuff
BOORS,Yahoos
DIMAG,"Yankee great Joe, colloquially"
BOSOX,Yanks' rivals
ARFED,Yapped like a dog
SKEIN,Yarn purchase
PRICE,Y-axis
VOTES,Yea and nay
MCMII,"Year ""The Tale of Peter Rabbit"" was published"
ANNEE,Year abroad
MMIII,Year of the final flight of the Concordes
ANNUS,"Year, in old Rome"
BONUS,Year-end reward
CRAVE,Yearn for
PINER,Yearning sort
LUSTS,Yearns (for)
AEDES,Yellow fever carrier
OXLIP,Yellow primrose
OCHER,Yellowish color
BISON,Yellowstone traffic halters
SIREE,Yes or no follower
CRUDE,Yet to be processed
UNLET,Yet to be rented
OYVEY,"Yiddish ""Yikes!"""
CEDED,Yielded
COBRA,Yoga pose with an arched back
LOFAT,"Yogurt choice, informally"
AGAME,You should always bring it to a competition
EVITE,You'd probably R.S.V.P. to it online
NEILS,Young and Simon
FAWNS,Young deer
BUCKO,Young fellow
POULT,Young fowl
ELVER,Young migratory fish
ERNST,Young partner?
SMOLT,Young salmon
SHOAT,Young weaned pig
ZEPPO,Youngest Marx brother
THINE,"Your, of yore"
VIEWS,YouTube statistics
DOLTS,Yo-yos
FORKS,Y's
MAYAS,Yucatan natives
EFRON,"Zac of ""17 Again"""
PLUMP,Zaftig
LASED,"Zapped, in a way"
NUKES,"Zaps, as leftovers"
LASES,"Zaps, in a way"
MALIK,Zayn formerly of One Direction
KOANS,Zen riddles
AUGHT,Zero
HOMED,Zeroed (in on)
IXION,Zeus bound him to an eternally revolving wheel
ENLAI,Zhou in Chinese history
CONDO,Zillow listing
OOMPH,Zing
FLAME,Zippo output
MUTED,Zoom call status
QUINN,Zorba player
PARSI,Zoroastrian
FAITH,"Zoroastrianism, e.g."
MEHTA,Zubin formerly of the New York Philharmonic
LOYAL,TRUE
FUNGI,Q: Why was the mushroom invited to parties? A: He was a real ___!
EDDIE,Comedian Murphy
ADULT,"Full-price ticket category, as opposed to ""child,"" ""student"" or ""senior"""
BUDDY,Stereotypical dog's name
